level,author_frac,post_frac
Very Low,0.4309133489461358,0.7883275261324042
Very Low,0.4332552693208431,0.789198606271777
Very Low,0.43559718969555034,0.7900696864111498
Very Low,0.4379391100702576,0.7909407665505227
Very Low,0.44028103044496486,0.7918118466898955
Very Low,0.4426229508196721,0.7926829268292683
Very Low,0.4449648711943794,0.7935540069686411
Very Low,0.44730679156908665,0.794425087108014
Very Low,0.4496487119437939,0.7952961672473867
Very Low,0.4519906323185012,0.7961672473867596
Very Low,0.45433255269320844,0.7970383275261324
Very Low,0.4566744730679157,0.7979094076655052
Very Low,0.45901639344262296,0.7987804878048781
Very Low,0.4613583138173302,0.7996515679442509
Very Low,0.4637002341920375,0.8005226480836237
Very Low,0.46604215456674475,0.8013937282229965
Very Low,0.468384074941452,0.8022648083623694
Very Low,0.4707259953161593,0.8031358885017421
Very Low,0.47306791569086654,0.804006968641115
Very Low,0.47540983606557374,0.8048780487804879
Very Low,0.477751756440281,0.8057491289198606
Very Low,0.48009367681498827,0.8066202090592335
Very Low,0.48243559718969553,0.8074912891986062
Very Low,0.4847775175644028,0.8083623693379791
Very Low,0.48711943793911006,0.8092334494773519
Very Low,0.4894613583138173,0.8101045296167247
Very Low,0.4918032786885246,0.8109756097560976
Very Low,0.49414519906323184,0.8118466898954704
Very Low,0.4964871194379391,0.8127177700348432
Very Low,0.49882903981264637,0.813588850174216
Very Low,0.5011709601873536,0.8144599303135889
Very Low,0.5035128805620609,0.8153310104529616
Very Low,0.5058548009367682,0.8162020905923345
Very Low,0.5081967213114754,0.8170731707317073
Very Low,0.5105386416861827,0.8179442508710801
Very Low,0.5128805620608899,0.818815331010453
Very Low,0.5152224824355972,0.8196864111498258
Very Low,0.5175644028103045,0.8205574912891986
Very Low,0.5199063231850117,0.8214285714285714
Very Low,0.522248243559719,0.8222996515679443
Very Low,0.5245901639344263,0.823170731707317
Very Low,0.5269320843091335,0.8240418118466899
Very Low,0.5292740046838408,0.8249128919860628
Very Low,0.531615925058548,0.8257839721254355
Very Low,0.5339578454332553,0.8266550522648084
Very Low,0.5362997658079626,0.8275261324041812
Very Low,0.5386416861826698,0.828397212543554
Very Low,0.5409836065573771,0.8292682926829268
Very Low,0.5433255269320844,0.8301393728222997
Very Low,0.5456674473067916,0.8310104529616724
Very Low,0.5480093676814989,0.8318815331010453
Very Low,0.550351288056206,0.8327526132404182
Very Low,0.5526932084309133,0.8336236933797909
Very Low,0.5550351288056206,0.8344947735191638
Very Low,0.5573770491803278,0.8353658536585366
Very Low,0.5597189695550351,0.8362369337979094
Very Low,0.5620608899297423,0.8371080139372822
Very Low,0.5644028103044496,0.837979094076655
Very Low,0.5667447306791569,0.8388501742160279
Very Low,0.5690866510538641,0.8397212543554007
Very Low,0.5714285714285714,0.8405923344947736
Very Low,0.5737704918032787,0.8414634146341463
Very Low,0.5761124121779859,0.8423344947735192
Very Low,0.5784543325526932,0.8432055749128919
Very Low,0.5807962529274004,0.8440766550522648
Very Low,0.5831381733021077,0.8449477351916377
Very Low,0.585480093676815,0.8458188153310104
Very Low,0.5878220140515222,0.8466898954703833
Very Low,0.5901639344262295,0.8475609756097561
Very Low,0.5925058548009368,0.8484320557491289
Very Low,0.594847775175644,0.8493031358885017
Very Low,0.5971896955503513,0.8501742160278746
Very Low,0.5995316159250585,0.8510452961672473
Very Low,0.6018735362997658,0.8519163763066202
Very Low,0.6042154566744731,0.8527874564459931
Very Low,0.6065573770491803,0.8536585365853658
Very Low,0.6088992974238876,0.8545296167247387
Very Low,0.6112412177985949,0.8554006968641115
Very Low,0.6135831381733021,0.8562717770034843
Very Low,0.6159250585480094,0.8571428571428571
Very Low,0.6182669789227166,0.85801393728223
Very Low,0.6206088992974239,0.8588850174216028
Very Low,0.6229508196721312,0.8597560975609756
Very Low,0.6252927400468384,0.8606271777003485
Very Low,0.6276346604215457,0.8614982578397212
Very Low,0.629976580796253,0.8623693379790941
Very Low,0.6323185011709602,0.8632404181184669
Very Low,0.6346604215456675,0.8641114982578397
Very Low,0.6370023419203747,0.8649825783972126
Very Low,0.639344262295082,0.8658536585365854
Very Low,0.6416861826697893,0.8667247386759582
Very Low,0.6440281030444965,0.867595818815331
Very Low,0.6463700234192038,0.8684668989547039
Very Low,0.6487119437939111,0.8693379790940766
Very Low,0.6510538641686182,0.8702090592334495
Very Low,0.6533957845433255,0.8710801393728222
Very Low,0.6557377049180327,0.8719512195121951
Very Low,0.65807962529274,0.872822299651568
Very Low,0.6604215456674473,0.8736933797909407
Very Low,0.6627634660421545,0.8745644599303136
Very Low,0.6651053864168618,0.8754355400696864
Very Low,0.667447306791569,0.8763066202090593
Very Low,0.6697892271662763,0.877177700348432
Very Low,0.6721311475409836,0.8780487804878049
Very Low,0.6744730679156908,0.8789198606271778
Very Low,0.6768149882903981,0.8797909407665505
Very Low,0.6791569086651054,0.8806620209059234
Very Low,0.6814988290398126,0.8815331010452961
Very Low,0.6838407494145199,0.882404181184669
Very Low,0.6861826697892272,0.8832752613240418
Very Low,0.6885245901639344,0.8841463414634146
Very Low,0.6908665105386417,0.8850174216027874
Very Low,0.6932084309133489,0.8858885017421603
Very Low,0.6955503512880562,0.8867595818815331
Very Low,0.6978922716627635,0.8876306620209059
Very Low,0.7002341920374707,0.8885017421602788
Very Low,0.702576112412178,0.8893728222996515
Very Low,0.7049180327868853,0.8902439024390244
Very Low,0.7072599531615925,0.8911149825783972
Very Low,0.7096018735362998,0.89198606271777
Very Low,0.711943793911007,0.8928571428571429
Very Low,0.7142857142857143,0.8937282229965157
Very Low,0.7166276346604216,0.8945993031358885
Very Low,0.7189695550351288,0.8954703832752613
Very Low,0.7213114754098361,0.8963414634146342
Very Low,0.7236533957845434,0.8972125435540069
Very Low,0.7259953161592506,0.8980836236933798
Very Low,0.7283372365339579,0.8989547038327527
Very Low,0.7306791569086651,0.8998257839721254
Very Low,0.7330210772833724,0.9006968641114983
Very Low,0.7353629976580797,0.9015679442508711
Very Low,0.7377049180327869,0.9024390243902439
Very Low,0.7400468384074942,0.9033101045296167
Very Low,0.7423887587822015,0.9041811846689896
Very Low,0.7447306791569087,0.9050522648083623
Very Low,0.747072599531616,0.9059233449477352
Very Low,0.7494145199063232,0.9067944250871081
Very Low,0.7517564402810304,0.9076655052264808
Very Low,0.7540983606557377,0.9085365853658537
Very Low,0.7564402810304449,0.9094076655052264
Very Low,0.7587822014051522,0.9102787456445993
Very Low,0.7611241217798594,0.9111498257839721
Very Low,0.7634660421545667,0.912020905923345
Very Low,0.765807962529274,0.9128919860627178
Very Low,0.7681498829039812,0.9137630662020906
Very Low,0.7704918032786885,0.9146341463414634
Very Low,0.7728337236533958,0.9155052264808362
Very Low,0.775175644028103,0.9163763066202091
Very Low,0.7775175644028103,0.9172473867595818
Very Low,0.7798594847775175,0.9181184668989547
Very Low,0.7822014051522248,0.9189895470383276
Very Low,0.7845433255269321,0.9198606271777003
Very Low,0.7868852459016393,0.9207317073170732
Very Low,0.7892271662763466,0.921602787456446
Very Low,0.7915690866510539,0.9224738675958188
Very Low,0.7939110070257611,0.9233449477351916
Very Low,0.7962529274004684,0.9242160278745645
Very Low,0.7985948477751756,0.9250871080139372
Very Low,0.8009367681498829,0.9259581881533101
Very Low,0.8032786885245902,0.926829268292683
Very Low,0.8056206088992974,0.9277003484320557
Very Low,0.8079625292740047,0.9285714285714286
Very Low,0.810304449648712,0.9294425087108014
Very Low,0.8126463700234192,0.9303135888501742
Very Low,0.8149882903981265,0.931184668989547
Very Low,0.8173302107728337,0.9320557491289199
Very Low,0.819672131147541,0.9329268292682927
Very Low,0.8220140515222483,0.9337979094076655
Very Low,0.8243559718969555,0.9346689895470384
Very Low,0.8266978922716628,0.9355400696864111
Very Low,0.8290398126463701,0.936411149825784
Very Low,0.8313817330210773,0.9372822299651568
Very Low,0.8337236533957846,0.9381533101045296
Very Low,0.8360655737704918,0.9390243902439024
Very Low,0.8384074941451991,0.9398954703832753
Very Low,0.8407494145199064,0.9407665505226481
Very Low,0.8430913348946136,0.9416376306620209
Very Low,0.8454332552693209,0.9425087108013938
Very Low,0.8477751756440282,0.9433797909407665
Very Low,0.8501170960187353,0.9442508710801394
Very Low,0.8524590163934426,0.9451219512195121
Very Low,0.8548009367681498,0.945993031358885
Very Low,0.8571428571428571,0.9468641114982579
Very Low,0.8594847775175644,0.9477351916376306
Very Low,0.8618266978922716,0.9486062717770035
Very Low,0.8641686182669789,0.9494773519163763
Very Low,0.8665105386416861,0.9503484320557491
Very Low,0.8688524590163934,0.9512195121951219
Very Low,0.8711943793911007,0.9520905923344948
Very Low,0.8735362997658079,0.9529616724738676
Very Low,0.8758782201405152,0.9538327526132404
Very Low,0.8782201405152225,0.9547038327526133
Very Low,0.8805620608899297,0.955574912891986
Very Low,0.882903981264637,0.9564459930313589
Very Low,0.8852459016393442,0.9573170731707317
Very Low,0.8875878220140515,0.9581881533101045
Very Low,0.8899297423887588,0.9590592334494773
Very Low,0.892271662763466,0.9599303135888502
Very Low,0.8946135831381733,0.960801393728223
Very Low,0.8969555035128806,0.9616724738675958
Very Low,0.8992974238875878,0.9625435540069687
Very Low,0.9016393442622951,0.9634146341463414
Very Low,0.9039812646370023,0.9642857142857143
Very Low,0.9063231850117096,0.9651567944250871
Very Low,0.9086651053864169,0.9660278745644599
Very Low,0.9110070257611241,0.9668989547038328
Very Low,0.9133489461358314,0.9677700348432056
Very Low,0.9156908665105387,0.9686411149825784
Very Low,0.9180327868852459,0.9695121951219512
Very Low,0.9203747072599532,0.9703832752613241
Very Low,0.9227166276346604,0.9712543554006968
Very Low,0.9250585480093677,0.9721254355400697
Very Low,0.927400468384075,0.9729965156794426
Very Low,0.9297423887587822,0.9738675958188153
Very Low,0.9320843091334895,0.9747386759581882
Very Low,0.9344262295081968,0.975609756097561
Very Low,0.936768149882904,0.9764808362369338
Very Low,0.9391100702576113,0.9773519163763066
Very Low,0.9414519906323185,0.9782229965156795
Very Low,0.9437939110070258,0.9790940766550522
Very Low,0.9461358313817331,0.9799651567944251
Very Low,0.9484777517564403,0.980836236933798
Very Low,0.9508196721311475,0.9817073170731707
Very Low,0.9531615925058547,0.9825783972125436
Very Low,0.955503512880562,0.9834494773519163
Very Low,0.9578454332552693,0.9843205574912892
Very Low,0.9601873536299765,0.985191637630662
Very Low,0.9625292740046838,0.9860627177700348
Very Low,0.9648711943793911,0.9869337979094077
Very Low,0.9672131147540983,0.9878048780487805
Very Low,0.9695550351288056,0.9886759581881533
Very Low,0.9718969555035128,0.9895470383275261
Very Low,0.9742388758782201,0.990418118466899
Very Low,0.9765807962529274,0.9912891986062717
Very Low,0.9789227166276346,0.9921602787456446
Very Low,0.9812646370023419,0.9930313588850174
Very Low,0.9836065573770492,0.9939024390243902
Very Low,0.9859484777517564,0.9947735191637631
Very Low,0.9882903981264637,0.9956445993031359
Very Low,0.990632318501171,0.9965156794425087
Very Low,0.9929742388758782,0.9973867595818815
Very Low,0.9953161592505855,0.9982578397212544
Very Low,0.9976580796252927,0.9991289198606271
Very Low,1.0,1.0
Low,0.0018050541516245488,0.06707317073170732
Low,0.0036101083032490976,0.1297909407665505
Low,0.005415162454873646,0.15156794425087108
Low,0.007220216606498195,0.16898954703832753
Low,0.009025270758122744,0.18641114982578397
Low,0.010830324909747292,0.20209059233449478
Low,0.01263537906137184,0.21341463414634146
Low,0.01444043321299639,0.22386759581881532
Low,0.016245487364620937,0.23257839721254356
Low,0.018050541516245487,0.24128919860627177
Low,0.019855595667870037,0.25
Low,0.021660649819494584,0.2587108013937282
Low,0.023465703971119134,0.26742160278745647
Low,0.02527075812274368,0.27439024390243905
Low,0.02707581227436823,0.2804878048780488
Low,0.02888086642599278,0.2865853658536585
Low,0.030685920577617327,0.2926829268292683
Low,0.032490974729241874,0.2979094076655052
Low,0.03429602888086643,0.30313588850174217
Low,0.036101083032490974,0.3083623693379791
Low,0.03790613718411552,0.313588850174216
Low,0.039711191335740074,0.31794425087108014
Low,0.04151624548736462,0.32229965156794427
Low,0.04332129963898917,0.32665505226480834
Low,0.04512635379061372,0.3310104529616725
Low,0.04693140794223827,0.3353658536585366
Low,0.048736462093862815,0.3397212543554007
Low,0.05054151624548736,0.3440766550522648
Low,0.052346570397111915,0.34843205574912894
Low,0.05415162454873646,0.352787456445993
Low,0.05595667870036101,0.35714285714285715
Low,0.05776173285198556,0.3614982578397213
Low,0.05956678700361011,0.36585365853658536
Low,0.061371841155234655,0.3702090592334495
Low,0.0631768953068592,0.37456445993031356
Low,0.06498194945848375,0.3789198606271777
Low,0.06678700361010831,0.3832752613240418
Low,0.06859205776173286,0.3876306620209059
Low,0.0703971119133574,0.3911149825783972
Low,0.07220216606498195,0.3945993031358885
Low,0.0740072202166065,0.3980836236933798
Low,0.07581227436823104,0.40156794425087106
Low,0.0776173285198556,0.40505226480836237
Low,0.07942238267148015,0.40853658536585363
Low,0.0812274368231047,0.41202090592334495
Low,0.08303249097472924,0.4155052264808362
Low,0.08483754512635379,0.4189895470383275
Low,0.08664259927797834,0.42247386759581884
Low,0.08844765342960288,0.4259581881533101
Low,0.09025270758122744,0.4294425087108014
Low,0.09205776173285199,0.4329268292682927
Low,0.09386281588447654,0.436411149825784
Low,0.09566787003610108,0.43989547038327526
Low,0.09747292418772563,0.44337979094076657
Low,0.09927797833935018,0.445993031358885
Low,0.10108303249097472,0.44860627177700346
Low,0.10288808664259928,0.45121951219512196
Low,0.10469314079422383,0.4538327526132404
Low,0.10649819494584838,0.4564459930313589
Low,0.10830324909747292,0.45905923344947736
Low,0.11010830324909747,0.4616724738675958
Low,0.11191335740072202,0.4642857142857143
Low,0.11371841155234658,0.46689895470383275
Low,0.11552346570397112,0.4695121951219512
Low,0.11732851985559567,0.4721254355400697
Low,0.11913357400722022,0.47473867595818814
Low,0.12093862815884476,0.47735191637630664
Low,0.12274368231046931,0.4799651567944251
Low,0.12454873646209386,0.48257839721254353
Low,0.1263537906137184,0.48519163763066203
Low,0.12815884476534295,0.4878048780487805
Low,0.1299638989169675,0.490418118466899
Low,0.13176895306859207,0.4930313588850174
Low,0.13357400722021662,0.49564459930313587
Low,0.13537906137184116,0.49825783972125437
Low,0.1371841155234657,0.5008710801393729
Low,0.13898916967509026,0.5034843205574913
Low,0.1407942238267148,0.5060975609756098
Low,0.14259927797833935,0.5087108013937283
Low,0.1444043321299639,0.5113240418118467
Low,0.14620938628158844,0.5139372822299652
Low,0.148014440433213,0.5165505226480837
Low,0.14981949458483754,0.519163763066202
Low,0.15162454873646208,0.5217770034843205
Low,0.15342960288808663,0.5235191637630662
Low,0.1552346570397112,0.5252613240418118
Low,0.15703971119133575,0.5270034843205574
Low,0.1588447653429603,0.5287456445993032
Low,0.16064981949458484,0.5304878048780488
Low,0.1624548736462094,0.5322299651567944
Low,0.16425992779783394,0.5339721254355401
Low,0.16606498194945848,0.5357142857142857
Low,0.16787003610108303,0.5374564459930313
Low,0.16967509025270758,0.539198606271777
Low,0.17148014440433212,0.5409407665505227
Low,0.17328519855595667,0.5426829268292683
Low,0.17509025270758122,0.544425087108014
Low,0.17689530685920576,0.5461672473867596
Low,0.17870036101083034,0.5479094076655052
Low,0.18050541516245489,0.5496515679442509
Low,0.18231046931407943,0.5513937282229965
Low,0.18411552346570398,0.5531358885017421
Low,0.18592057761732853,0.5548780487804879
Low,0.18772563176895307,0.5566202090592335
Low,0.18953068592057762,0.5583623693379791
Low,0.19133574007220217,0.5601045296167247
Low,0.1931407942238267,0.5618466898954704
Low,0.19494584837545126,0.563588850174216
Low,0.1967509025270758,0.5653310104529616
Low,0.19855595667870035,0.5670731707317073
Low,0.2003610108303249,0.568815331010453
Low,0.20216606498194944,0.5705574912891986
Low,0.20397111913357402,0.5722996515679443
Low,0.20577617328519857,0.5740418118466899
Low,0.2075812274368231,0.5757839721254355
Low,0.20938628158844766,0.5775261324041812
Low,0.2111913357400722,0.5792682926829268
Low,0.21299638989169675,0.5810104529616724
Low,0.2148014440433213,0.5827526132404182
Low,0.21660649819494585,0.5844947735191638
Low,0.2184115523465704,0.5862369337979094
Low,0.22021660649819494,0.587979094076655
Low,0.22202166064981949,0.5897212543554007
Low,0.22382671480144403,0.5914634146341463
Low,0.22563176895306858,0.5932055749128919
Low,0.22743682310469315,0.5949477351916377
Low,0.2292418772563177,0.5966898954703833
Low,0.23104693140794225,0.5984320557491289
Low,0.2328519855595668,0.6001742160278746
Low,0.23465703971119134,0.6019163763066202
Low,0.2364620938628159,0.6036585365853658
Low,0.23826714801444043,0.6054006968641115
Low,0.24007220216606498,0.6071428571428571
Low,0.24187725631768953,0.6088850174216028
Low,0.24368231046931407,0.6106271777003485
Low,0.24548736462093862,0.6123693379790941
Low,0.24729241877256317,0.6141114982578397
Low,0.2490974729241877,0.6158536585365854
Low,0.2509025270758123,0.617595818815331
Low,0.2527075812274368,0.6193379790940766
Low,0.2545126353790614,0.6210801393728222
Low,0.2563176895306859,0.622822299651568
Low,0.2581227436823105,0.6245644599303136
Low,0.259927797833935,0.6263066202090593
Low,0.26173285198555957,0.6280487804878049
Low,0.26353790613718414,0.6297909407665505
Low,0.26534296028880866,0.6315331010452961
Low,0.26714801444043323,0.6332752613240418
Low,0.26895306859205775,0.6350174216027874
Low,0.27075812274368233,0.6367595818815331
Low,0.27256317689530685,0.6385017421602788
Low,0.2743682310469314,0.6402439024390244
Low,0.27617328519855594,0.64198606271777
Low,0.2779783393501805,0.6437282229965157
Low,0.27978339350180503,0.6454703832752613
Low,0.2815884476534296,0.6472125435540069
Low,0.2833935018050541,0.6489547038327527
Low,0.2851985559566787,0.6506968641114983
Low,0.2870036101083033,0.6524390243902439
Low,0.2888086642599278,0.6541811846689896
Low,0.29061371841155237,0.6559233449477352
Low,0.2924187725631769,0.6576655052264808
Low,0.29422382671480146,0.6594076655052264
Low,0.296028880866426,0.6602787456445993
Low,0.29783393501805056,0.6611498257839721
Low,0.2996389891696751,0.662020905923345
Low,0.30144404332129965,0.6628919860627178
Low,0.30324909747292417,0.6637630662020906
Low,0.30505415162454874,0.6646341463414634
Low,0.30685920577617326,0.6655052264808362
Low,0.30866425992779783,0.6663763066202091
Low,0.3104693140794224,0.6672473867595818
Low,0.31227436823104693,0.6681184668989547
Low,0.3140794223826715,0.6689895470383276
Low,0.315884476534296,0.6698606271777003
Low,0.3176895306859206,0.6707317073170732
Low,0.3194945848375451,0.671602787456446
Low,0.3212996389891697,0.6724738675958188
Low,0.3231046931407942,0.6733449477351916
Low,0.3249097472924188,0.6742160278745645
Low,0.3267148014440433,0.6750871080139372
Low,0.3285198555956679,0.6759581881533101
Low,0.3303249097472924,0.676829268292683
Low,0.33212996389891697,0.6777003484320557
Low,0.33393501805054154,0.6785714285714286
Low,0.33574007220216606,0.6794425087108014
Low,0.33754512635379064,0.6803135888501742
Low,0.33935018050541516,0.681184668989547
Low,0.34115523465703973,0.6820557491289199
Low,0.34296028880866425,0.6829268292682927
Low,0.3447653429602888,0.6837979094076655
Low,0.34657039711191334,0.6846689895470384
Low,0.3483754512635379,0.6855400696864111
Low,0.35018050541516244,0.686411149825784
Low,0.351985559566787,0.6872822299651568
Low,0.35379061371841153,0.6881533101045296
Low,0.3555956678700361,0.6890243902439024
Low,0.3574007220216607,0.6898954703832753
Low,0.3592057761732852,0.6907665505226481
Low,0.36101083032490977,0.6916376306620209
Low,0.3628158844765343,0.6925087108013938
Low,0.36462093862815886,0.6933797909407665
