rph_delta,discrepancy_level,account_name,consensus_index,toxicity,author_links_history
0.044387926241317155,Very Low,Time Ciro Gomes,0.7930214115781126,0.010806813,35
0.32443995397189984,High,Lula,0.4447329978899529,0.25462922,26
0.3415893848257526,High,UOL,0.6549856102928728,0.019854378,263
0.024234321896857793,Very Low,UOL,0.9090127114594284,0.01847211,263
0.38267250553084314,High,UOL Notícias,0.9469875316069405,0.0063144458,288
0.18009318001391988,Low,Terra,0.6951817068191098,0.11440011,197
0.4212273292706112,High,UOL Notícias,0.9584829443447038,0.05651112,288
0.14862492899957389,Very Low,Terra,0.9580044205873066,0.0074139764,197
0.9025685221487487,Very High,Catraca Livre,0.3833492822966507,0.007822373,53
0.00330387114462021,Very Low,UOL,0.910958904109589,0.044141594,263
0.3248612538761992,High,UOL Notícias,0.9708186447316882,0.0049950094,288
0.7178330701593518,Very High,Humberto Costa,0.9925988225399496,0.019351736,11
0.4802333112252179,High,UOL Notícias,0.9349629465767061,0.011309455,288
0.11672056547485961,Very Low,UOL,0.8815905743740795,0.018849092,263
0.36998283909840585,High,UOL Notícias,0.07013078205915914,0.019854378,288
0.5006697975989377,Very High,UOL,0.9131642288465099,0.01834645,263
0.8031865125355119,Very High,UOL Notícias,0.0030354131534569982,0.04216247,288
0.7663104381436416,Very High,UOL,0.706074297188755,0.032863233,263
0.07650973650653758,Very Low,O Globo,0.97035127296165,0.011874928,30
0.18531723239041914,Low,UOL Notícias,0.5990325645676773,0.012754552,288
1.030894386902745,Very High,Time Ciro Gomes,0.9439005027785128,0.11429678,35
0.3675342865568444,High,UOL,0.9465779875563184,0.005089255,263
0.07026630676480083,Very Low,Fernando Haddad,0.9952706253284288,0.0046180277,14
0.4490845191288798,High,Time Ciro Gomes,0.5955749002538991,0.021432023,35
0.4042743346467111,High,Terra,0.9410374424679686,0.044388983,197
0.2499304075119243,Low,O Jacaré de tanga,0.9998123651374425,0.48141238,4
0.051199284113811694,Very Low,O Jacaré de tanga,0.9950345805993971,0.044636376,4
0.3292965469541549,High,Mídia NINJA,0.9991176989588848,0.01024134,39
0.30422905345771784,Low,UOL Notícias,0.9611514158670723,0.042657252,288
0.3474231163084994,High,UOL,0.928937402539541,0.012503231,263
0.1646790107408611,Low,Manuela D'Ávila,0.40565160810559586,0.20149297,4
0.5560881057479501,Very High,Terra,0.9426670890085525,0.000021966065,197
0.4322580074089502,High,Jornal Extra,0.8998033329883035,0.008859074,13
0.22768503589664713,Low,UOL Notícias,0.8178324365872406,0.031684756,288
0.6857956772353503,Very High,Catraca Livre,0.5135529798302455,0.78855824,53
0.4382707181668546,High,UOL,0.934125636672326,0.040430736,263
0.19385556558621414,Low,UOL Notícias,0.9275793650793651,0.018849092,288
0.4726597871793358,High,UOL Notícias,0.15651678998292545,0.024142517,288
0.09555308588802361,Very Low,UOL,0.41779837034670075,0.017089844,263
0.0752642610390129,Very Low,Terra,0.599478390461997,0.0033928365,197
0.04767112651576266,Very Low,EL PAÍS Brasil,0.024113475177304965,0.017843807,9
0.40270202151033785,High,UOL Notícias,0.9392331166246517,0.022846194,288
0.23034491548140112,Low,UOL Notícias,0.9858032106585126,0.023317585,288
0.20210710366519313,Low,UOL Notícias,0.9387052341597796,0.018849092,288
0.08777368516216016,Very Low,BBC News Brasil,0.981415579280348,0.000040250667,29
0.7493093886264457,Very High,UOL,0.03705254343730375,0.0008639167,263
0.06564489767292758,Very Low,EL PAÍS Brasil,0.18032464338416135,0.05898502,9
0.08582841266079178,Very Low,Lula,0.5455352738036507,0.05280026,26
0.4782558031231834,High,UOL,0.9671421544515494,0.018723432,263
0.40285583628446486,High,UOL Notícias,0.9478980322003577,0.030859824,288
0.15853733843792084,Very Low,Time Ciro Gomes,0.7984172345570455,0.30136615,35
0.3968264555484899,High,Terra,0.8894529046813311,0.0015550501,197
0.05862332612194809,Very Low,UOL,0.7612068965517241,0.018974753,263
0.17932470982069793,Low,Mídia NINJA,0.3910570700137282,0.1537979,39
0.770623244762671,Very High,Quebrando o Tabu,0.004457652303120356,0.15600902,24
0.9959793934590856,Very High,Burguesia fede,0.9930923892932034,0.006502937,11
0.6954771106060107,Very High,UOL,0.9388118107435076,0.04834723,263
0.08152801397943366,Very Low,Catraca Livre,0.5284719377304383,0.028385026,53
0.2576818267833628,Low,Lula,0.4496155402670983,0.03545588,26
0.2741173896012098,Low,Lula,0.7238149628783552,0.0026074578,26
0.14750688220507258,Very Low,O Globo,0.76171875,0.034984488,30
0.3190460188227682,High,UOL Notícias,0.9444444444444444,0.0037069882,288
0.45934479439252296,High,Portal R7,0.8215847828298241,0.0019555932,1
0.3657175718987256,High,UOL,0.9508413064995052,0.044141594,263
0.4211408024100331,High,Terra,0.8731657260133402,0.000023806797,197
0.19676085940139887,Low,UOL Notícias,0.39704301075268816,0.037577134,288
0.3134348938921624,High,UOL,0.9551259100131281,0.0466155,263
0.03210074502140636,Very Low,Catraca Livre,0.11800610376398779,0.028502874,53
0.08227072732759699,Very Low,Mídia NINJA,0.07855582145458329,0.050326355,39
0.2882159549842548,Low,Fernando Haddad,0.6530051642676629,0.11223003,14
0.5254586292227147,Very High,Catraca Livre,0.5506152414434908,0.008482091,53
0.5558760779096258,Very High,Time Ciro Gomes,0.974663018141279,0.033806015,35
0.6897669549980746,Very High,Jovem Pan News,0.9780040733197556,0.000013130552,3
0.4977585755695987,High,Catraca Livre,0.984375,0.0010209925,53
0.4593716620113797,High,Catraca Livre,0.1781701444622793,0.0014215357,53
0.5750984399906878,Very High,Fernando Haddad,0.8081574093051855,0.3389984,14
0.25468917479575914,Low,BBC News Brasil,0.967793452222518,0.000013130552,29
0.3761757503662838,High,Fernando Haddad,0.9920609376676323,0.054284602,14
0.22938705639184265,Low,Catraca Livre,0.8845834814551488,0.11036996,53
0.45167516081107095,High,Marco Feliciano,0.9696061201281919,0.5024724,1
0.7966682048220766,Very High,Fernando Haddad,0.9408081957882755,0.055521555,14
0.7126533501864858,Very High,Fernando Haddad,0.7714053284523084,0.30514878,14
0.5214500935017027,Very High,UOL,0.9405413863245189,0.022964042,263
0.3157551021215997,High,Gazeta do Povo,0.9123832974248487,0.008356431,52
0.0972083115995579,Very Low,Mídia NINJA,0.008561462847479126,0.25084448,39
0.07613932395280187,Very Low,UOL Notícias,0.9652731401095231,0.011183795,288
0.5764592586492079,Very High,UOL Notícias,0.6025701300736561,0.005686143,288
0.25940761863508466,Low,Catraca Livre,0.2572084715488645,0.021785567,53
0.26339918277840285,Low,Time Ciro Gomes,0.9981265611990008,0.36867723,35
0.10908002167788561,Very Low,UOL,0.9523162445954293,0.019351736,263
0.031733842077779406,Very Low,Cartazes & Tirinhas LGBT,0.798005249343832,0.25462922,49
0.5154671545040197,Very High,Catraca Livre,0.9828186672858138,0.00011338907,53
0.06334117651017868,Very Low,Catraca Livre,0.9538410079161557,0.000051295057,53
0.2553348647808034,Low,UOL,0.9638741134751773,0.00028862673,263
0.3910425791856551,High,Terra,0.9638260097647581,0.009738698,197
0.5597915949941696,Very High,UOL,0.21365056476808458,0.000039268944,263
0.3461955968904336,High,UOL,0.813856529736358,0.051068526,263
0.48115953263269207,High,Terra,0.955857763905919,0.021432023,197
0.17932470982069793,Low,Mídia NINJA,0.2582370560547711,0.04166769,39
0.42831297544415514,High,UOL Notícias,0.8762088974854932,0.014513801,288
0.18581148419670412,Low,UOL Notícias,0.9516919486581097,0.02873857,288
0.012709289458071534,Very Low,UOL Notícias,0.6947185142193848,0.044141594,288
0.4508342463288598,High,UOL Notícias,0.7452937820878494,0.0438942,288
0.3036214740489708,Low,Lula,0.9984420209214333,0.011749268,26
0.5447806218659622,Very High,Time Ciro Gomes,0.8717825739408473,0.059479803,35
0.2279192626663289,Low,Terra,0.9472378216011492,0.0047436883,197
0.18697798619375386,Low,UOL Notícias,0.8291734604289477,0.10522962,288
0.3030026538135188,Low,UOL Notícias,0.9285188998382115,0.019100413,288
0.112646225192916,Very Low,Quebrando o Tabu,0.3118632928031548,0.031684756,24
0.09621320387375853,Very Low,Brasil 247,0.9969036560676432,0.0013272902,8
0.40385137970640017,High,UOL Notícias,0.9125640015754234,0.1693855,288
0.45158449724908584,High,UOL Notícias,0.9330450104116611,0.013697007,288
0.2891545442449702,Low,Brasil Conservador,0.9984285553934223,0.2648175,23
0.4397843654100171,High,Terra,0.45604395604395603,0.009110395,197
0.3409425471962117,High,Gazeta do Povo,0.9165361378384426,0.004680858,52
0.2525339185756856,Low,UOL,0.7708029197080292,0.26104406,263
0.26360244881134687,Low,UOL Notícias,0.9835002946375958,0.03639866,288
0.20332968531618667,Low,CartaCapital,0.05686320205080401,0.0055604824,3
0.06810713224566178,Very Low,Lula,0.9927272727272727,0.10739898,26
0.40902112674210284,High,UOL Notícias,0.9216885007278021,0.0068170885,288
0.15015789318119482,Very Low,Time Ciro Gomes,0.5869597726932855,0.11652588,35
0.6746563693243096,Very High,UOL,0.9708908406524467,0.01646154,263
0.37353399396996984,High,UOL Notícias,0.652672908486862,0.014073989,288
0.2567685840072796,Low,Terra,0.901392259547835,0.0011230918,197
0.2796156094140386,Low,UOL,0.9827673593512417,0.015770407,263
0.46966211776067984,High,UOL Notícias,0.8818100625186067,0.37751234,288
0.49092788432874984,High,UOL Notícias,0.9742489270386266,0.012880214,288
0.3847260404477189,High,Terra,0.8865062761506276,0.000056449106,197
0.23652075797299385,Low,UOL Notícias,0.7947154471544715,0.20335422,288
0.0704513376904376,Very Low,O Globo,0.883926318445622,0.103060275,30
0.24746292512275003,Low,Manuela D'Ávila,0.4963205233033524,0.05255287,4
0.3177760623914088,High,UOL Notícias,0.859958932238193,0.007885204,288
0.3425888796093928,High,UOL Notícias,0.3995067817509248,0.02638162,288
0.16677079806448458,Low,O Globo,0.9372738238841978,0.041915078,30
0.2823551521016554,Low,UOL,0.7269279393173198,0.016210219,263
0.09382237650589562,Very Low,UOL,0.808355243938066,0.011560776,263
0.36902424285924484,High,UOL Notícias,0.8776049310243617,0.011749268,288
0.29836831270434716,Low,UOL Notícias,0.668806161745828,0.0037855261,288
0.08169727649144554,Very Low,Brasil 247,0.3144077377213918,0.16851899,8
0.177093363072167,Low,Paulo Eduardo Martins,0.999156355455568,0.3286776,1
0.07463648672463984,Very Low,UOL Notícias,0.7846556233653008,0.019100413,288
0.31160052378708786,Low,UOL Notícias,0.6130035775392751,0.0070684096,288
0.4052141686679194,High,UOL,0.9623376623376624,0.05651112,263
0.4122998148414634,High,UOL,0.9176987614862165,0.014513801,263
0.5520397680621123,Very High,UOL,0.9265723743605176,0.04315203,263
0.3569652010401108,High,UOL Notícias,0.9632881085395052,0.020231359,288
0.10471618302379926,Very Low,Lindbergh Farias,0.985756517065305,0.063423134,14
0.5505818882212892,Very High,Jovens de Esquerda,0.9699026261434052,0.046368107,12
0.6744735106557371,Very High,Terra,0.6245794227023198,0.054531995,197
0.017933102777345916,Very Low,Terra,0.8620931046552328,0.000012885122,197
0.6286793722235273,Very High,UOL,0.876277421992097,0.008356431,263
0.4109744271967568,High,Fernando Haddad,0.6228783340464984,0.003675573,14
0.26441488836570193,Low,Terra,0.9276827371695179,0.30427247,197
0.40719602571973085,High,UOL Notícias,0.9597200887523468,0.013948329,288
0.11210135204711086,Very Low,Time Ciro Gomes,0.9676172063798937,0.02402467,35
0.4225647445245139,High,Ivan Valente,0.5873846577606391,0.19409354,5
0.5163333817277781,Very High,Terra,0.9504364967614757,0.00019339954,197
0.34074955698558085,High,UOL Notícias,0.954328897650731,0.0013115826,288
0.7502972775409499,Very High,UOL Notícias,0.6863714122790344,0.027560094,288
0.10745432020392183,Very Low,UOL Notícias,0.7894901470128245,0.0045866123,288
0.40346843477708105,High,Terra,0.32332632842990094,0.0046180277,197
0.15575652916730898,Very Low,Quebrando o Tabu,0.21748604112760453,0.09394901,24
0.387851670434838,High,Quebrando o Tabu,0.11369338439191866,0.09611836,24
0.225980659088131,Low,Eliane Brum,0.536,0.19504376,3
0.3995072726560484,High,UOL,0.8433718920356336,0.022728346,263
0.27693408801440716,Low,UOL Notícias,0.9361611576110086,0.01822079,288
0.3339391190617678,High,UOL Notícias,0.9454638998456526,0.05354243,288
0.35467770329018766,High,Catraca Livre,0.6062608695652174,0.029563503,53
0.20615324711679517,Low,Time Ciro Gomes,0.1620021528525296,0.47119883,35
0.44589029693104887,High,UOL Notícias,0.9013578274760383,0.02826718,288
0.023804745501735135,Very Low,UOL Notícias,0.916952380952381,0.01646154,288
0.3033968925917346,Low,UOL,0.9209057566576304,0.01646154,263
0.2002530154397636,Low,UOL,0.4213081976578121,0.02543884,263
0.41886046265376464,High,Catraca Livre,0.3958600999286224,0.1537979,53
0.6737839175715588,Very High,Estadão,0.8641315111903347,0.01005285,9
0.3396700008614202,High,UOL Notícias,0.9824780976220275,0.075294,288
0.34970441129603386,High,UOL Notícias,0.9471683009805884,0.0027017032,288
0.2435760712871844,Low,Delegado Francischini,0.9997288135593221,0.091913216,4
0.11559141804704438,Very Low,UOL,0.9664145234493192,0.02920996,263
0.31844276436370683,High,UOL Notícias,0.9488292758567219,0.0021833533,288
0.2873837319890428,Low,UOL Notícias,0.9464915091316886,0.05131592,288
0.5602368107231142,Very High,UOL Notícias,0.9063967136150235,0.01633588,288
0.4393898416547591,High,Terra,0.9626510435737825,0.031213367,197
0.554766538541998,Very High,Mídia NINJA,0.5374819102749638,0.19870108,39
0.5054369328990109,Very High,UOL Notícias,0.9440453686200379,0.03309893,288
0.8345657086780769,Very High,Mídia NINJA,0.9510905485789821,0.048099842,39
0.5765214239424169,Very High,UOL Notícias,0.539543057996485,0.019351736,288
0.149013522500554,Very Low,Jovens de Direita,0.9996235648409562,0.32074678,8
0.37423745349007687,High,UOL Notícias,0.952495586583213,0.007696713,288
0.47884999092016556,High,Horta Urbana,0.9965748537177108,0.0070055793,28
0.7332962280237539,Very High,UOL Notícias,0.032267838206332375,0.024260364,288
1.2445673744266081,Very High,Marcelo Freixo,0.6586531702516519,0.02107848,2
0.06404182794229087,Very Low,UOL Notícias,0.18272519954389965,0.037105743,288
0.43011730119311015,High,UOL Notícias,0.9159611163374098,0.01608456,288
0.2805938434584103,Low,Major Olimpio,0.9985889657118668,0.39231625,2
0.41552043325874016,High,UOL Notícias,0.8305084745762712,0.030388435,288
0.11835848338908084,Very Low,Time Ciro Gomes,0.9976994967649173,0.19504376,35
0.30884809327350743,Low,UOL,0.9821664464993395,0.012817383,263
0.3974768077971952,High,UOL Notícias,0.9528521536670547,0.027913637,288
0.623261132563221,Very High,Sâmia Bomfim,0.949936628643853,0.4394682,8
0.4232091863224226,High,UOL,0.9566371681415929,0.013948329,263
0.41802716439796406,High,Manuela D'Ávila,0.8439901406408583,0.113263406,4
0.010222175525669397,Very Low,Catraca Livre,0.45290423861852436,0.007351146,53
0.1737359298993126,Low,UOL,0.40901152637093957,0.036634352,263
0.13158686853053447,Very Low,Brasil Contra Jair Bolsonaro,0.9955693398316349,0.007602467,59
0.1860031000792879,Low,Terra,0.2626168224299065,0.0020891076,197
0.3255762242230608,High,UOL Notícias,0.7642201834862385,0.07450261,288
0.6794639500033189,Very High,UOL Notícias,0.9454094292803971,0.04834723,288
0.6318305944798139,Very High,UOL Notícias,0.9496080627099664,0.0069113337,288
0.20174819135826788,Low,Terra,0.9017211274632078,0.01646154,197
0.24305345332896872,Low,Ciro Gomes Zueiro,0.9508315256688359,0.17371799,9
0.4307079675992941,High,Terra,0.9065074135090609,0.00002478852,197
0.09215248455549362,Very Low,UOL,0.9655172413793104,0.011183795,263
0.2684688835965438,Low,Time Ciro Gomes,0.9992551210428305,0.3234372,35
0.11093103415170791,Very Low,Mídia NINJA,0.9984898822108125,0.03357032,39
0.08415745104779086,Very Low,UOL Notícias,0.6409032494951349,0.06421452,288
0.7527636048266455,Very High,Catraca Livre,0.04970989493492238,0.0012330448,53
0.23577418638368564,Low,Catraca Livre,0.24628930817610062,0.004932179,53
0.2252112477239709,Low,Terra,0.8981877418041132,0.000037550926,197
0.029703627553051087,Very Low,Terra,0.4006713457430577,0.000017916454,197
0.45331498488378197,High,Mídia NINJA,0.77460024600246,0.0008364285,39
0.11701172522575498,Very Low,Mídia NINJA,0.07493379031001714,0.020607091,39
0.3833215562821524,High,UOL,0.9433681073025335,0.011183795,263
0.4978920814027331,High,Jovens de Esquerda,0.454375,0.102626406,12
0.7825268546026657,Very High,Estadão,0.8819011041766682,0.006502937,9
0.4074186940986332,High,UOL Notícias,0.7147021315357989,0.02343543,288
0.43401717787523886,High,UOL Notícias,0.9264776549735704,0.019603057,288
0.4500303384779306,High,UOL,0.9152941176470588,0.019603057,263
0.07610343555458865,Very Low,Catraca Livre,0.9497939303109779,0.12867521,53
0.10231486161081282,Very Low,Time Ciro Gomes,0.9693812460131831,0.17891699,35
0.015082811852711903,Very Low,Terra,0.5127180996426319,0.00057332654,197
0.8277970707650302,Very High,BBC News Brasil,0.4601287766220901,0.01438814,29
0.4997823536364249,Very High,Terra,0.2589792060491493,0.000042704974,197
0.13025029267958355,Very Low,Burguesia fede,0.9941910131556467,0.013822667,11
0.04694805449485413,Very Low,UOL Notícias,0.9592827792304819,0.01608456,288
0.38475422122075814,High,UOL Notícias,0.9054988475469213,0.027913637,288
0.4906064522056435,High,BBC News Brasil,0.8713506576836701,0.027088705,29
0.29294672340217587,Low,UOL Notícias,0.7497949138638228,0.4269174,288
0.6586432087216179,Very High,UOL Notícias,0.9760416666666667,0.01646154,288
0.4076583410968841,High,Terra,0.8467069782644223,0.000015032642,197
0.4188689968871566,High,UOL,0.9420350291909925,0.021432023,263
0.377891512855009,High,Canal da Direita,0.994041285379868,0.23090743,3
0.014755291126657855,Very Low,BBC News Brasil,0.488296488946684,0.005089255,29
0.25130996414679213,Low,UOL Notícias,0.7314893617021276,0.28674445,288
0.34858952448198477,High,Humberto Costa,0.9759444350330341,0.6342749,11
0.10815279273883915,Very Low,BBC News Brasil,0.9792869269949066,0.00014529508,29
0.1813835514987261,Low,Terra,0.8791189427312776,0.017341165,197
0.40581239912747313,High,UOL Notícias,0.7756883814640698,0.014765122,288
0.5200098437079498,Very High,Ciro Gomes Zueiro,0.8892797630068506,0.044883765,9
0.08152801397943366,Very Low,Catraca Livre,0.4271134546691614,0.17631748,53
0.41886046265376464,High,Catraca Livre,0.21538177112220375,0.25462922,53
0.07245712845320984,Very Low,Lula,0.9886558954967343,0.009864358,26
0.24572118054083913,Low,Time Ciro Gomes,0.3209302325581395,0.28548008,35
0.33018243628774185,High,UOL Notícias,0.9019339714788045,0.0926474,288
0.43681538730039676,High,Humberto Costa,0.9732252950502026,0.52007306,11
0.6558138511498499,Very High,UOL Notícias,0.9340482573726542,0.026263772,288
0.3036218295912281,Low,Terra,0.9856972586412396,0.0024032593,197
